label,message,label_num
ham,she was supposed to be but couldnt make it shes still in town though,0
ham,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure,0
spam,ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community psms,1
spam,free top polyphonic tones call national rate get a toppoly tune sent every week just text subpoly to å£ per pole unsub,1
ham,gud mrng dear hav a nice day,0
ham,this is hoping you enjoyed your game yesterday sorry ive not been in touch but pls know that you are fondly bein thot off have a great week abiola,0
ham,all e best ur driving tmr,0
ham,ywhere u at dogbreath its just sounding like jan c thatåõs al,0
ham,omg i want to scream i weighed myself and i lost more weight woohoo,0
ham,there generally isnt one its an uncountable noun u in the dictionary pieces of research,0
ham,its really getting me down just hanging around,0
spam,orange customer you may now claim your free camera phone upgrade for your loyalty call now on offer ends thmarch tcs apply optout availa,1
ham,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,0
ham,ok i msg u b i leave my house,0
ham,gimme a few was ltgt minutes ago,0
spam,last chance claim ur å£ worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox muz å£ sub,1
ham,appt is at lttimegt am not my fault u dont listen i told u twice,0
spam,free for st week no nokia tone ur mobile every week just txt nokia to get txting and tell ur mates wwwgetzedcouk pobox wwq normptone,1
spam,you have won a guaranteed å£ award or even å£ cashto claim ur award call free on stop getstop on php rg jx,1
ham,k ill be there before,0
ham,i dled d its very imp,0
ham,sure but make sure he knows we aint smokin yet,0
ham,boooo you always work just quit,0
ham,i am taking half day leave bec i am not well,0
ham,ugh i dont wanna get out of bed its so warm,0
ham,ssnervous ltgt,0
ham,so theres a ring that comes with the guys costumes its there so they can gift their future yowifes hint hint,0
spam,congratulations ur awarded either å£ of cd gift vouchers free entry our å£ weekly draw txt music to tncs wwwldewcomwinppmxage,1
ham,i borrow ur bag ok,0
spam,u were outbid by simonwatson on the shinco dvd plyr bid again visit sms acsmsrewards end bid notifications reply end out,1
ham,wheres my boytoy i miss you what happened,0
ham,he has lots of used ones babe but the model doesnt help youi have to bring it over and hell match it up,0
ham,also are you bringing galileo or dobby,0
ham,then why you not responding,0
ham,boo babe u enjoyin yourjob u seemed b gettin on well hunnyhope ure oktake care iåõllspeak u soonlots of loveme xxxx,0
ham,good afternoon starshine hows my boytoy does he crave me yet ache to fuck me sips cappuccino i miss you babe teasing kiss,0
ham,on the road so cant txt,0
spam,smsservices for yourinclusive text credits pls goto wwwcomuknet login qxj unsubscribe with stop no extra charge help comuk cm ae,1
spam,p alfie moons children in need song on ur mob tell ur ms txt tone charity to for nokias or poly charity for polys zed profit charity,1
ham,have a good evening ttyl,0
ham,hmm bits and pieces lol sighs,0
ham,hahahause your brain dear,0
ham,hey you got any mail,0
ham,sorry light turned green i meant another friend wanted ltgt worth but he may not be around,0
ham,thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,0
spam,u have a secret admirer reveal who thinks u r so special call to opt out reply reveal stop per msg recd cust care,1
ham,hi mate its rv did u hav a nice hol just a message say hello coz havenåõt sent u in ages started driving so stay off roadsrvx,0
spam,dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukexpressoffer tscs apply to stop texts txt stop to,1
ham,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago,0
ham,surely result will offer,0
ham,good morning my dear have a great amp successful day,0
spam,do you want anytime any network mins text and a new video phone for only five pounds per week call or reply for delivery tomorrow,1
ham,sir i have been late in paying rent for the past few months and had to pay a ltgt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thanks,0
spam,we tried to contact you re our offer of new video phone anytime any network mins half price rental camcorder call or reply for delivery wed,1
spam,last chance claim ur å£ worth of discount voucherstext yes to nowsavamobmember offers mobile t cs å£ sub remove txt x or stop,1
ham,i luv u soo much u donåõt understand how special u r me ring u morrow luv u xxx,0
ham,pls send me a comprehensive mail about who im paying when and how much,0
ham,our prashanthettans mother passed away last night pray for her and family,0
spam,urgent call from your landline your complimentary ibiza holiday or cash await collection sae tcs po box sk wp ppm,1
ham,kkwhen are you going,0
ham,meanwhile in the shit suite xavier decided to give us ltgt seconds of warning that samantha was coming over and is playing jays guitar to impress her or some shit also i dont think doug realizes i dont live here anymore,0
ham,my stomach has been thru so much trauma i swear i just cant eat i better lose weight,0
ham,i am in officewhats the mattermsg me nowi will call you at break,0
ham,yeah theres barely enough room for the two of us x has too many fucking shoes sorry man see you later,0
spam,todays offer claim ur å£ worth of discount vouchers text yes to now savamob member offers mobile t cs å£ sub unsub reply x,1
ham,u reach orchard already u wan go buy tickets first,0
ham,i am real baby i want to bring out your inner tigress,0
ham,no da if you run that it activate the full version da,0
ham,ah poor babyhope urfeeling bettersn luv probthat overdose of work hey go careful spk u sn lots of lovejen xxx,0
ham,stop the story ive told him ive returned it and hes saying i should not re order it,0
spam,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to and see who you could meet,1
ham,going to take your babe out,0
ham,hai ana tomarrow am coming on morning ltdecimalgt ill be there in sathy then we ll go to rto office reply me after came to home,0
ham,spoons it is then okay,0
ham,did he just say somebody is named tampa,0
ham,in work now going have in few min,0
ham,your brother is a genius,0
ham,sorry i guess whenever i can get a hold of my connections maybe an hour or two ill text you,0
ham,did u find out what time the bus is at coz i need to sort some stuff out,0
ham,dude ive been seeing a lotta corvettes lately,0
spam,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call tscs wwwsmsconet å£pm approx mins,1
ham,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter,0
spam,private your account statement for xxxxxx shows unredeemed s i m points call identifier code expires,1
spam,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r,1
spam,what do u want for xmas how about free text messages a new video phone with half price line rental call free now on to find out more,1
ham,well am officially in a philosophical hole so if u wanna call am at home ready to be saved,0
ham,its going goodno problembut still need little experience to understand american customer voice,0
ham,ill text you when i drop x off,0
ham,ugh its been a long day im exhausted just want to cuddle up and take a nap,0
ham,talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil ltgt,0
spam,shop till u drop is it you either k k å£ cash or å£ travel voucher call now ntt po box crbt fixedline cost ppm mobile vary,1
ham,are you in castor you need to see something,0
spam,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to å£ sptyrone,1
spam,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,1
spam,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on stopsms,1
spam,reminder you have not downloaded the content you have already paid for goto httpdoit mymoby tv to collect your content,1
ham,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after you need to come home you need to getsleep and if anything you need to b studdying ear training,0
ham,i love to give massages i use lots of baby oil what is your fave position,0
ham,dude we should go sup again,0
ham,yoyyooo u know how to change permissions for a drive in mac my usb flash drive,0
ham,gibbs unsoldmike hussey,0
ham,i like to talk pa but am not able to i dont know y,0
ham,y dun cut too short leh u dun like ah she failed shes quite sad,0
ham,you unbelievable faglord,0
ham,wifehow she knew the time of murder exactly,0
ham,why do you ask princess,0
ham,i am great princess what are you thinking about me,0
ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie you,0
ham,its ok i noe ure busy but im really too bored so i msg u i oso dunno wat colour she choose me one,0
ham,doesnt g have class early tomorrow and thus shouldnt be trying to smoke at ltgt,0
ham,superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today,0
ham,hope you are having a good week just checking in,0
ham,im used to it i just hope my agents dont drop me since ive only booked a few things this year this whole me in boston them in nyc was an experiment,0
ham,thursday night yeah sure thing well work it out then,0
spam,your free ringtone is waiting to be collected simply text the password mix to to verify get usher and britney fml,1
ham,probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago,0
ham,how is it possible to teach you and where,0
ham,i wonder if your phone battery went dead i had to tell you i love you babe,0
ham,lovely smell on this bus and it aint tobacco,0
ham,were all getting worried over here derek and taylor have already assumed the worst,0
ham,hey whats up charles sorry about the late reply,0
spam,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to,1
ham,ill give her once i have it plus she said grinule greet you whenever we speak,0
ham,white fudge oreos are in stores,0
spam,january male sale hot gay chat now cheaper call national rate from pmin cheap to pmin peak to stop texts call pmin,1
ham,my love how come it took you so long to leave for zahers i got your words on ym and was happy to see them but was sad you had left i miss you,0
ham,i am sorry it hurt you,0
ham,cant i feel nauseous im so pissed i didnt eat any sweets all week cause today i was planning to pig out i was dieting all week and now im not hungry,0
ham,ok lor but not too early me still having project meeting now,0
ham,call me da i am waiting for your call,0
ham,i could ask carlos if we could get more if anybody else can chip in,0
ham,was actually about to send you a reminder today have a wonderful weekend,0
ham,when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,0
ham,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,0
ham,dont talk to him ever ok its my word,0
ham,when u wana see it then,0
ham,on ma way to school can you pls send me ashleys number,0
ham,it shall be fine i have avalarr now will hollalater,0
ham,she went to attend another two rounds todaybut still didt reach home,0
ham,actually i deleted my old websitenow i m blogging at magicalsongsblogspotcom,0
ham,k wait chikkuil send aftr ltgt mins,0
ham,but im on a diet and i ate too many slices of pizza yesterday ugh im always on a diet,0
ham,ki will give my kvb acc details,0
ham,oh all have to come ah,0
spam,money you r a lucky winner claim your prize text money over å£million to give away pptxnormal text rate box wtjy,1
ham,im really sorry i wont b able do this fridayhope u can find an alternativehope yr terms going ok,0
ham,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go,0
ham,so do you have samus shoulders yet,0
ham,what time you think youll have it need to know when i should be near campus,0
spam,dear matthew please call from a landline your complimentary lux tenerife holiday or å£ cash await collection ppm sae tcs box skxh,1
ham,then dun wear jeans lor,0
ham,since when which side any fever any vomitin,0
ham,kkare you in college,0
spam,urgent call from landline your complimentary tenerife holiday or å£ cash await collection sae tcs box hp yf ppm,1
ham,better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh,0
ham,no we sell it all so well have tons if coins then sell our coins to someone thru paypal voila money back in life pockets,0
ham,theyre doing it to lots of places only hospitals and medical places are safe,0
spam,how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community psms,1
ham,and also ive sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0
ham,i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones,0
ham,i cant wait to see you how were the photos were useful,0
spam,ur cashbalance is currently pounds to maximize ur cashin now send go to only pmsg cc po box tcrw,1
ham,hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging,0
ham,chk in ur belovd ms dict,0
ham,is that what time you want me to come,0
ham,awesome lemme know whenever youre around,0
ham,shb b ok lor thanx,0
ham,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,0
ham,also remember to get dobbys bowl from your car,0
spam,filthy stories and girls waiting for your,1
ham,sorry i now then c ur msg yar lor so poor thing but only one night tmr ull have a brand new room sleep in,0
ham,love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical,0
ham,welp apparently he retired,0
ham,my sort code is and acc no is the bank is natwest can you reply to confirm ive sent this to the right person,0
ham,where,0
ham,u sure u cant take any sick time,0
spam,urgent we are trying to contact u todays draw shows that you have won a å£ prize guaranteed call from land line claim m validhrs only,1
ham,watching cartoon listening music amp at eve had to go temple amp church what about u,0
ham,yo chad which gymnastics class do you wanna take the site says christians class is full,0
ham,are you this much buzy,0
ham,or better still can you catch her and let ask her if she can sell ltgt for me,0
ham,i am not sure about night menu i know only about noon menu,0
ham,what do u want when i come backa beautiful necklace as a token of my heart for youthats what i will give but only to my wife of my likingbe that and seeno one can give you thatdont call mei will wait till i come,0
ham,are you willing to go for aptitude class,0
ham,it wont b until as trying sort house out is that ok,0
ham,yar lor he wan go c horse racing today mah so eat earlier lor i ate chicken rice u,0
ham,haha awesome omw back now then,0
ham,yup i thk so until e shop closes lor,0
ham,what is your account number,0
ham,eh u send wrongly lar,0
ham,hey no i ad a crap nite was borin without ya boggy with me u boring biatch thanx but u wait til nxt time il ave ya,0
ham,ok i shall talk to him,0
ham,dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0
ham,hey you can pay with salary de only ltgt,0
ham,another month i need chocolate weed and alcohol,0
ham,if he started searching he will get job in few dayshe have great potential and talent,0
ham,reckon need to be in town by eightish to walk from carpark,0
spam,congrats mobile g videophones r yours call now videochat wid your mates play java games dload polyph music noline rentl,1
ham,look at the fuckin time what the fuck you think is up,0
ham,yo guess what i just dropped,0
ham,carlos says hell be at mu in ltgt minutes,0
ham,im in office now i will call you ltgt min,0
ham,geeee i miss you already you know your all i can think about fuck i cant wait till next year when we will be together loving kiss,0
ham,yun ahthe ubi one say if ì wan call by tomorrowcall look for ireneere only got bus ubi cresubi tech parkph for st wkg daysì¬n,0
ham,ugh gotta drive back to sd from la my butt is sore,0
ham,th of july,0
ham,hi im having the most relaxing time ever we have to get up at am every day was the party good the other night i get home tomorrow at ish,0
ham,up to ì ìï wan come then come lor but i din c any stripes skirt,0
ham,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,0
ham,i cant i dont have her number,0
ham,change again its e one next to escalator,0
ham,yetunde im in class can you not run water on it to make it ok pls now,0
ham,not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been,0
ham,then ì wait me at bus stop aft ur lect lar if i dun c ì then i go get my car then come back n pick ì,0
ham,aight will do thanks again for comin out,0
ham,nobut heard abt tat,0
spam,please call our customer service representative on freephone between ampm as you have won a guaranteed å£ cash or å£ prize,1
ham,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out,0
ham,ltgt am i think should say on syllabus,0
ham,umma did she say anything,0
ham,give me a sec to think think about it,0
spam,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd on or call optout,1
ham,i dont quite know what to do i still cant get hold of anyone i cud pick you up bout pm and we can see if theyre in the pub,0
ham,poyyarikaturkolathupalayamunjalur posterode dis ltgt,0
ham,dear heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at ltemailgt kerala,0
ham,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am,0
ham,i just got home babe are you still awake,0
ham,i dunno they close oredi not ìï v ma fan,0
ham,just buy a pizza meat lovers or supreme u get to pick,0
ham,ya toldshe was asking wats matter,0
ham,dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid,0
spam,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates wwwgetzedcouk pobox wwq normptone,1
ham,shall i send that exe to your mail id,0
ham,nope watching tv at home not going out v bored,0
ham,don knowwait i will check it,0
ham,good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougarpen,0
spam,guess what somebody you know secretly fancies you wanna find out who it is give us a call on from landline dateboxessexcmxn pmin,1
ham,we still on for tonight,0
ham,may i call you later pls,0
ham,hasnt that been the pattern recently crap weekends,0
ham,i have a sore throat its scratches when i talk,0
ham,yes da any plm at ur office,0
ham,are you not around or just still asleep v,0
ham,lol you forgot it eh yes ill bring it in babe,0
ham,its good well find a way,0
ham,can not use foreign stamps in this country good lecture,0
ham,yup bathe liao,0
ham,happy new year my no man,0
ham,oh mr sheffield you wanna play that game okay youre the boss and im the nanny you give me a raise and ill give you one,0
ham,zoe it just hit me im fucking shitin myself il defo try my hardest cum morow luv u millions lekdog,0
ham,hello baby did you get back to your moms are you setting up the computer now filling your belly how goes it loverboy i miss you already sighs,0
ham,no my blankets are sufficient thx,0
ham,naughty little thought its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt,0
ham,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm,0
ham,they just talking thats it de they wont any other,0
ham,today am going to college so am not able to atten the class,0
ham,im in class will holla later,0
ham,easy ahsen got selected means its good,0
ham,mmm thats better now i got a roast down me iåõd b better if i had a few drinks down me good indian,0
spam,we know someone who you know that fancies you call to find out who pobox lshb p,1
ham,come round its,0
ham,do thing change that sentence into because i want concentrate in my educational career im leaving here,0
spam,s flirting now txt girl or bloke ur name age eg girl zoe to to join and get chatting,1
ham,i walked an hour c u doesnåõt that show i care y wont u believe im serious,0
spam,days to euro kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to,1
ham,are you available for soiree on june rd,0
ham,do u noe wat time e place dat sells d closes,0
ham,i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished,0
ham,jays getting really impatient and belligerent,0
ham,hiya comin bristol st week in april les got off rudi on new yrs eve but i was snoringthey were drunk u bak at college yet my work sends ink bath,0
ham,im at work please call,0
ham,then u drive lor,0
ham,ard like dat y,0
ham,tell me theyre female v howre you throwing in were deciding what all to get now,0
spam,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win å£ cash wkentp,1
ham,im working technical support voice processnetworking field,0
ham,i might come to kerala for daysso you can be prepared to take a leave once i finalise dont plan any travel during my visitneed to finish urgent works,0
ham,ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve,0
spam,we have new local dates in your area lots of new people registered in your area reply date to start now only wwwflirtpartyus replys,1
ham,thats fine ill bitch at you about it later then,0
ham,no my mum went dentist,0
ham,once free call me sir i am waiting for you,0
ham,meeting u is my work tel me when shall i do my work tomorrow,0
spam,someone u know has asked our dating service contact you cant guess who call now all will be revealed po box m wu,1
ham,jus finish bathing,0
ham,alright ill make sure the car is back tonight,0
spam,urgent we are trying to contact u todays draw shows that you have won a å£ prize guaranteed call from land line claim c validhrs only,1
spam,dear uve been invited to xchat this is our final attempt to contact u txt chat to,1
ham,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea,0
ham,aight ill get on fb in a couple minutes,0
ham,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,0
ham,where can download clear movies dvd copies,0
ham,yep by the pretty sculpture,0
ham,convey my regards to him,0
ham,me too watching surya movie only after pm vijay movie pokkiri,0
ham,you tell what happen dont behave like this to me ok no need to say,0
ham,can u get pic msgs to your phone,0
ham,send to someone else,0
ham,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,0
ham,for me the love should start with attractioni should feel that i need her every time around meshe should be the first thing which comes in my thoughtsi would start the day and end it with hershe should be there every time i dreamlove will be then when my every breath has her namemy life should happen around hermy life will be named to heri would cry for herwill give all my happiness and take all her sorrowsi will be ready to fight with anyone for heri will be in love when i will be doing the craziest things for herlove will be when i dont have to proove anyone that my girl is the most beautiful lady on the whole planeti will always be singing praises for herlove will be when i start up making chicken curry and end up makiing sambarlife will be the most beautiful thenwill get every morning and thank god for the day because she is with mei would like to say a lotwill tell later,0
ham,frndship is like a needle of a clock though v r in d same clock v r nt able met evn if v meetitz only few seconds bt v alwys stay conected gud t,0
ham,i dont think he has spatula hands,0
ham,you can never do nothing,0
spam,you are awarded a sipix digital camera call from landline delivery within days t cs box mbp yr warranty ppm p på£,1
ham,goodmorning today i am late for ltdecimalgt min,0
spam,win urgent your mobile number has been awarded with a å£ prize guaranteed call from land line claim valid hrs only ppm,1
ham,please da call me any mistake from my side sorry da pls da goto doctor,0
ham,where r we meeting,0
ham,well the weather in calis great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home,0
ham,now only i reached home i am very tired now i will come tomorro,0
ham,ryder unsoldnow gibbs,0
spam,dear subscriber ur draw å£ gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to,1
ham,dont fret ill buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal addressull be alrightokay,0
ham,no gifts you trying to get me to throw myself off a cliff or something,0
ham,been up to ne thing interesting did you have a good birthday when are u wrking nxt i started uni today,0
ham,you busy or can i come by at some point and figure out what were doing tomorrow,0
ham,yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary,0
ham,black shirt n blue jeans i thk i c ì,0
ham,aiyah sorry lor i watch tv watch until i forgot check my phone,0
spam,message important information for o user today is your lucky day find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting you,1
ham,on hen night going with a swing,0
ham,good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins,0
ham,from someone not to smoke when every time ive smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0
ham,no youll just get a headache trying to figure it out u can trust me to do the math i promise o,0
ham,s sfirst timedhoni rocks,0
ham,ok ill tell the company,0
ham,awesome think we can get an th at usf some time tonight,0
ham,so that means you still think of teju,0
ham,no im good for the movie is it ok if i leave in an hourish,0
ham,no nothis is kallis home groundamla home town is durban,0
ham,so lets make it saturday or monday as per convenience,0
ham,hey what time is your driving on fri we go for evaluation on fri,0
spam,you have won a å£ price to claim call,1
ham,im going lunch now wif my family then aft dat i go str orchard lor,0
spam,bored of speed dating try speedchat txt speedchat to if you dont like em txt swap and get a new chatter chat poboxwwq pmsg rcd,1
ham,cancel cheyyamoand get some money back,0
spam,do you want anytime any network mins text and a new video phone for only five pounds per week call now or reply for delivery tomorrow,1
ham,okok okthenwhats ur todays plan,0
ham,good morning princess how are you,0
ham,aiyar sorry lor forgot tell u,0
spam,for taking part in our mobile survey yesterday you can now have texts use however you wish get txts just send txt to tc wwwtxtcom p,1
ham,not tonight mate catching up on some sleep this is my new number by the way,0
ham,height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gay,0
spam,ur hmv quiz cashbalance is currently å£ to maximize ur cashin now send hmv to only pmsg,1
ham,so check your errors and if you had difficulties do correction,0
ham,howz painhope u r fine,0
ham,sorry ill call later,0
ham,good morning princess how are you,0
ham,as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there,0
ham,u wake up already thanx e tau sar piah its quite nice,0
ham,k do i need a login or anything,0
spam,dont forget you can place as many free requests with stchoicecouk as you wish for more information call,1
ham,lol no just was busy,0
ham,what u wearing,0
ham,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom,0
ham,ohas usual vijay film or its different,0
spam,i dont know u and u dont know me send chat to now and lets find each other only pmsg rcvd hgsuitelandsrowwjhl ldn years or over,1
ham,have you had a good day mine was really busy are you up to much tomorrow night,0
ham,and is there a way you can send shades stuff to her and she has been wonderful too,0
ham,really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf study,0
spam,thank you winner notified by sms good luck no future marketing reply stop to customer services,1
ham,babe i lost you,0
ham,ok help me ask if shes working tmr a not,0
ham,im not driving raining then ill get caught at e mrt station lor,0
ham,not a drop in the tank,0
ham,that said can you text him one more time,0
ham,sorry ill call later,0
ham,ok i go change also,0
spam,s of girls many local u who r virgins this r ready fil ur every sexual need can u fil theirs text cute to å£p m,1
ham,did u find a sitter for kaitlyn i was sick and slept all day yesterday,0
ham,sorry man accidentally left my phone on silent last night and didnt check it til i got up,0
ham,hey something came up last min think i wun be signing up tmr hee,0
ham,hes an adult and would learn from the experience theres no real danger i just dont like peeps using drugs they dont need but no comment,0
ham,hey theres veggie pizza,0
ham,yun buying but school got offer plus only,0
ham,you sure your neighbors didnt pick it up,0
ham,k i will sent it again,0
spam,free entry in a wkly comp to win fa cup final tkts st may text fa to to receive entry questionstd txt ratetcs apply overs,1
ham,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say im always correct,0
ham,well im computerless time to make some oreo truffles,0
ham,haha yeah i see that now be there in a sec,0
ham,i am not having her number sir,0
ham,lol now im after that hot air balloon,0
ham,ok now i am in bus if i come soon i will come otherwise tomorrow,0
ham,msgs r not time passthey silently say that i am thinking of u right now and also making u think of me at least a moment gd ntswt drms shesil,0
ham,yeah we can probably swing by once my roommate finishes up with his girl,0
spam,got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozadecoukwrc itcould be u,1
ham,happy new years melody,0
ham,ìï dun need to pick ur gf,0
ham,yay you better not have told that to other girls either,0
ham,horrible u eat macs eat until u forgot abt me already rite u take so long reply i thk its more toot than b so b prepared now wat shall i eat,0
ham,did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will live do you think i would be the first person die from n v q,0
ham,just nw i came to hme da,0
ham,im outside islands head towards hard rock and youll run into me,0
ham,to day class is there are no class,0
ham,im in chennai velachery,0
ham,you flippin your shit yet,0
ham,k give me a sec breaking a ltgt at cstore,0
ham,am i that much bad to avoid like this,0
ham,yo you around just got my car back,0
ham,annoying isnt it,0
ham,goodmorning today i am late for ltgt min,0
ham,theres no point hangin on to mr not right if hes not makin u happy,0
ham,all will come alivebetter correct any good looking figure there itself,0
ham,in that case i guess ill see you at campus lodge,0
ham,were done,0
ham,come to my home for one last time i wont do anything trust me,0
ham,i was up all night too worrying about this appt its a shame we missed a girls night out with quizzes popcorn and you doing my hair,0
spam,sex up ur mobile with a free sexy pic of jordan just text babe to then every wk get a sexy celeb pocketbabecouk more pics å£wk,1
ham,ok c ya,0
spam,you have new voicemail please call,1
ham,what he said is not the matter my mind saying some other matter is there,0
ham,he also knows about lunch menu only da i know,0
ham,al he does is moan at me if n e thin goes wrong its my faultal de arguments r my faultfed up of him of himso y bother hav go thanxxx,0
ham,neft transaction with reference number ltgt for rs ltdecimalgt has been credited to the beneficiary account on ltgt at lttimegt ltgt,0
ham,otherwise had part time job natuition,0
ham,i know she called me,0
ham,me also da i feel yesterday night wait til day night dear,0
ham,thanks for understanding ive been trying to tell sura that,0
spam,win a year supply of cds a store of ur choice worth å£ enter our å£ weekly draw txt music to tscs wwwldewcomsubswinppmx,1
ham,the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p,0
spam,as a sim subscriber you are selected to receive a bonus get it delivered to your door txt the word ok to no to claim pmsg exp apr,1
ham,i need you to be in my strong arms,0
ham,also maaaan are you missing out,0
ham,his bday real is in april,0
ham,guessin you aint gonna be here before,0
ham,ok then i will come to ur home after half an hour,0
ham,yo the game almost over want to go to walmart soon,0
ham,yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well,0
ham,ill text now all creepy like so he wont think that we forgot,0
ham,that would be good û ill phone you tomo lunchtime shall i to organise something,0
spam,you have new voicemail please call,1
ham,damn can you make it tonight or do you want to just wait til tomorrow,0
ham,kkim also finewhen will you complete the course,0
ham,true it is passable and if you get a high score and apply for phd you get years of salary so it makes life easier,0
spam,no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friends ptone reply hl info,1
ham,prakesh is there know,0
ham,teach me apps da when you come to college,0
ham,rofl betta invest in some anti aging products,0
spam,you are a winner u have been specially selected receive å£ cash or a holiday flights inc speak to a live operator claim,1
ham,sir you will receive the account no another hr time sorry for the delay,0
spam,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations wwwphbcom php,1
ham,so ìll be submitting da project tmr rite,0
spam,free entry into our å£ weekly comp just send the word enter to now tc wwwtextcompcom cust care,1
ham,jus ans me lar ull noe later,0
ham,i want to send something that can sell fast ltgt k is not easy money,0
ham,have got few things to do may be in pub later,0
ham,s finish meeting call me,0
ham,lol ok ill snatch her purse too,0
